Date,Pair,Interval,Indicator
2020-05-13 16:00:30+00:00,NEOBTC,4h,Stochastics Oversold
2020-05-13 16:00:30+00:00,EOSBTC,4h,Stochastics Oversold
2020-05-13 16:00:30+00:00,LENDBTC,4h,Potential Bullish MACD cross
2020-05-13 16:00:30+00:00,DASHBTC,4h,Potential Bearish MACD cross
2020-05-13 16:00:30+00:00,THETABTC,4h,Potential Bearish MACD cross
2020-05-13 16:00:30+00:00,ZECBTC,4h,Potential Bearish MACD cross
2020-05-13 16:00:30+00:00,XRPBTC,4h,Potential Bearish MACD cross
2020-05-13 16:00:30+00:00,LTCBTC,4h,Potential Bearish MACD cross
2020-05-13 16:00:30+00:00,XLMBTC,4h,Potential Bearish MACD cross
2020-05-13 16:00:27+00:00,EOSBTC,5m,RSI Overbought
2020-05-13 16:00:27+00:00,THETABTC,5m,Stochastics Oversold
2020-05-13 16:00:27+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-13 16:00:27+00:00,NANOBTC,5m,Potential Bearish MACD cross
2020-05-13 16:00:21+00:00,ONTBTC,2h,Stochastics Oversold
2020-05-13 16:00:21+00:00,REPBTC,2h,Stochastics Oversold
2020-05-13 16:00:21+00:00,RENBTC,2h,Stochastics Oversold
2020-05-13 16:00:21+00:00,LTOBTC,2h,Stochastics Oversold
2020-05-13 16:00:21+00:00,BANDBTC,2h,Potential Bearish MACD cross
2020-05-13 15:55:17+00:00,XMRBTC,5m,Stochastics Oversold
2020-05-13 15:55:17+00:00,BANDBTC,5m,Potential Bullish MACD cross
2020-05-13 15:50:17+00:00,XLMBTC,5m,RSI Oversold
2020-05-13 15:50:17+00:00,XRPBTC,5m,Potential Bullish MACD cross
2020-05-13 15:50:17+00:00,BANDBTC,5m,Potential Bullish MACD cross
2020-05-13 15:50:17+00:00,SNTBTC,5m,Potential Bearish MACD cross
2020-05-13 15:45:24+00:00,MCOBTC,15m,Stochastics Oversold
2020-05-13 15:45:24+00:00,AIONBTC,15m,Stochastics Oversold
2020-05-13 15:45:24+00:00,OGNBTC,15m,Potential Bullish MACD cross
2020-05-13 15:45:24+00:00,TOMOBTC,15m,Potential Bullish MACD cross
2020-05-13 15:45:24+00:00,STRATBTC,15m,Potential Bullish MACD cross
2020-05-13 15:45:24+00:00,RENBTC,15m,Potential Bullish MACD cross
2020-05-13 15:45:24+00:00,ADABTC,15m,Potential Bearish MACD cross
2020-05-13 15:45:24+00:00,XMRBTC,15m,Potential Bearish MACD cross
2020-05-13 15:45:18+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-13 15:45:18+00:00,ADABTC,5m,Stochastics Oversold
2020-05-13 15:45:18+00:00,COTIBTC,5m,Stochastics Oversold
2020-05-13 15:45:18+00:00,BANDBTC,5m,Potential Bullish MACD cross
2020-05-13 15:40:17+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-13 15:40:17+00:00,XTZBTC,5m,Stochastics Oversold
2020-05-13 15:40:17+00:00,KNCBTC,5m,Stochastics Oversold
2020-05-13 15:40:17+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-13 15:40:17+00:00,STRATBTC,5m,Potential Bearish MACD cross
2020-05-13 15:40:17+00:00,TRXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:35:17+00:00,NASBTC,5m,Stochastics Oversold
2020-05-13 15:35:17+00:00,GXSBTC,5m,Stochastics Oversold
2020-05-13 15:35:17+00:00,LENDBTC,5m,Stochastics Oversold
2020-05-13 15:35:17+00:00,WRXBTC,5m,Stochastics Oversold
2020-05-13 15:35:17+00:00,OGNBTC,5m,Potential Bearish MACD cross
2020-05-13 15:35:17+00:00,STRATBTC,5m,Potential Bearish MACD cross
2020-05-13 15:35:17+00:00,TRXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:30:23+00:00,REPBTC,15m,Stochastics Oversold
2020-05-13 15:30:23+00:00,CHZBTC,15m,Stochastics Oversold
2020-05-13 15:30:23+00:00,BANDBTC,15m,Stochastics Oversold
2020-05-13 15:30:23+00:00,WRXBTC,15m,Stochastics Oversold
2020-05-13 15:30:23+00:00,OGNBTC,15m,Potential Bullish MACD cross
2020-05-13 15:30:23+00:00,STRATBTC,15m,Potential Bullish MACD cross
2020-05-13 15:30:23+00:00,LTOBTC,15m,Potential Bullish MACD cross
2020-05-13 15:30:18+00:00,XRPBTC,5m,Stochastics Oversold
2020-05-13 15:30:18+00:00,XLMBTC,5m,Stochastics Oversold
2020-05-13 15:30:18+00:00,WAVESBTC,5m,Stochastics Oversold
2020-05-13 15:30:18+00:00,BANDBTC,5m,Stochastics Oversold
2020-05-13 15:30:18+00:00,NEOBTC,5m,Potential Bearish MACD cross
2020-05-13 15:30:18+00:00,MATICBTC,5m,Potential Bearish MACD cross
2020-05-13 15:30:18+00:00,EOSBTC,5m,Potential Bearish MACD cross
2020-05-13 15:30:18+00:00,NASBTC,5m,Potential Bearish MACD cross
2020-05-13 15:30:18+00:00,TRXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:30:18+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-13 15:25:17+00:00,BANDBTC,5m,RSI Oversold
2020-05-13 15:25:17+00:00,INSBTC,5m,Stochastics Oversold
2020-05-13 15:25:17+00:00,ATOMBTC,5m,Stochastics Oversold
2020-05-13 15:25:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 15:25:17+00:00,NEOBTC,5m,Potential Bearish MACD cross
2020-05-13 15:25:17+00:00,MATICBTC,5m,Potential Bearish MACD cross
2020-05-13 15:25:17+00:00,DASHBTC,5m,Potential Bearish MACD cross
2020-05-13 15:25:17+00:00,EOSBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,TOMOBTC,5m,Stochastics Oversold
2020-05-13 15:20:17+00:00,WAVESBTC,5m,Stochastics Oversold
2020-05-13 15:20:17+00:00,GXSBTC,5m,Potential Bullish MACD cross
2020-05-13 15:20:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 15:20:17+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-13 15:20:17+00:00,NEOBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,DASHBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,TNTBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,BNBBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,KNCBTC,5m,Potential Bearish MACD cross
2020-05-13 15:20:17+00:00,WAVESBTC,5m,Potential Bearish MACD cross
2020-05-13 15:15:25+00:00,TOMOBTC,15m,RSI Oversold
2020-05-13 15:15:25+00:00,IOTABTC,15m,Stochastics Oversold
2020-05-13 15:15:25+00:00,DASHBTC,15m,Potential Bullish MACD cross
2020-05-13 15:15:25+00:00,OGNBTC,15m,Potential Bullish MACD cross
2020-05-13 15:15:25+00:00,STRATBTC,15m,Potential Bullish MACD cross
2020-05-13 15:15:25+00:00,LTOBTC,15m,Potential Bullish MACD cross
2020-05-13 15:15:25+00:00,ADABTC,15m,Potential Bearish MACD cross
2020-05-13 15:15:18+00:00,RVNBTC,5m,Stochastics Oversold
2020-05-13 15:15:18+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 15:15:18+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-13 15:15:18+00:00,DASHBTC,5m,Potential Bearish MACD cross
2020-05-13 15:15:18+00:00,TOMOBTC,5m,Potential Bearish MACD cross
2020-05-13 15:15:18+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-13 15:15:18+00:00,XRPBTC,5m,Potential Bearish MACD cross
2020-05-13 15:15:18+00:00,BNBBTC,5m,Potential Bearish MACD cross
2020-05-13 15:15:18+00:00,WAVESBTC,5m,Potential Bearish MACD cross
2020-05-13 15:10:17+00:00,ZRXBTC,5m,RSI Oversold
2020-05-13 15:10:17+00:00,KAVABTC,5m,RSI Oversold
2020-05-13 15:10:17+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-13 15:10:17+00:00,KAVABTC,5m,Stochastics Oversold
2020-05-13 15:10:17+00:00,ALGOBTC,5m,Stochastics Oversold
2020-05-13 15:10:17+00:00,DATABTC,5m,Stochastics Oversold
2020-05-13 15:10:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 15:10:17+00:00,ETHBTC,5m,Potential Bearish MACD cross
2020-05-13 15:10:17+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-13 15:10:17+00:00,ICXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:10:17+00:00,WRXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:05:17+00:00,ADABTC,5m,Stochastics Oversold
2020-05-13 15:05:17+00:00,CHZBTC,5m,Stochastics Oversold
2020-05-13 15:05:17+00:00,COTIBTC,5m,Stochastics Oversold
2020-05-13 15:05:17+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 15:05:17+00:00,ETHBTC,5m,Potential Bearish MACD cross
2020-05-13 15:05:17+00:00,ETCBTC,5m,Potential Bearish MACD cross
2020-05-13 15:05:17+00:00,ICXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:05:17+00:00,WRXBTC,5m,Potential Bearish MACD cross
2020-05-13 15:00:33+00:00,GXSBTC,1h,0.618 Fibonacci retracement
2020-05-13 15:00:33+00:00,GXSBTC,1h,Stochastics Oversold
2020-05-13 15:00:33+00:00,ARNBTC,1h,Stochastics Oversold
2020-05-13 15:00:33+00:00,THETABTC,1h,Potential Bullish MACD cross
2020-05-13 15:00:33+00:00,ALGOBTC,1h,Potential Bullish MACD cross
2020-05-13 15:00:33+00:00,ZRXBTC,1h,Potential Bearish MACD cross
2020-05-13 15:00:22+00:00,DATABTC,15m,Stochastics Oversold
2020-05-13 15:00:22+00:00,STRATBTC,15m,Potential Bullish MACD cross
2020-05-13 15:00:22+00:00,SNTBTC,15m,Potential Bullish MACD cross
2020-05-13 15:00:22+00:00,RLCBTC,15m,Potential Bullish MACD cross
2020-05-13 15:00:22+00:00,LTOBTC,15m,Potential Bullish MACD cross
2020-05-13 15:00:22+00:00,WAVESBTC,15m,Potential Bullish MACD cross
2020-05-13 15:00:22+00:00,WRXBTC,15m,Potential Bullish MACD cross
2020-05-13 15:00:22+00:00,THETABTC,5m,Potential Bearish MACD cross
2020-05-13 15:00:22+00:00,WRXBTC,5m,Potential Bearish MACD cross
2020-05-13 14:55:18+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-13 14:55:18+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-13 14:55:18+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 14:55:18+00:00,LENDBTC,5m,Potential Bearish MACD cross
2020-05-13 14:55:18+00:00,ENJBTC,5m,Potential Bearish MACD cross
2020-05-13 14:50:18+00:00,ETHBTC,5m,RSI Overbought
2020-05-13 14:50:18+00:00,REPBTC,5m,Potential Bullish MACD cross
2020-05-13 14:50:18+00:00,AIONBTC,5m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,RENBTC,15m,RSI Bullish Divergence
2020-05-13 14:45:24+00:00,RENBTC,15m,RSI Oversold
2020-05-13 14:45:24+00:00,CHZBTC,15m,Stochastics Oversold
2020-05-13 14:45:24+00:00,XLMBTC,15m,Stochastics Oversold
2020-05-13 14:45:24+00:00,EOSBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,INSBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,KNCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,RLCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,LTOBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,WAVESBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:24+00:00,WRXBTC,15m,Potential Bullish MACD cross
2020-05-13 14:45:23+00:00,RENBTC,5m,RSI Oversold
2020-05-13 14:45:23+00:00,DATABTC,5m,Stochastics Oversold
2020-05-13 14:45:23+00:00,INSBTC,5m,Potential Bearish MACD cross
2020-05-13 14:40:19+00:00,NASBTC,5m,Stochastics Oversold
2020-05-13 14:40:19+00:00,INSBTC,5m,Stochastics Oversold
2020-05-13 14:40:19+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-13 14:40:19+00:00,CHZBTC,5m,Stochastics Oversold
2020-05-13 14:40:19+00:00,XLMBTC,5m,Stochastics Oversold
2020-05-13 14:40:19+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-13 14:40:19+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-13 14:35:19+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-13 14:35:19+00:00,ZRXBTC,5m,Stochastics Oversold
2020-05-13 14:35:19+00:00,ZECBTC,5m,Stochastics Oversold
2020-05-13 14:35:19+00:00,ONTBTC,5m,Potential Bearish MACD cross
2020-05-13 14:35:19+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-13 14:35:19+00:00,ATOMBTC,5m,Potential Bearish MACD cross
2020-05-13 14:35:19+00:00,RLCBTC,5m,Potential Bearish MACD cross
2020-05-13 14:30:22+00:00,ARPABTC,15m,RSI Oversold
2020-05-13 14:30:22+00:00,ETHBTC,15m,RSI Overbought
2020-05-13 14:30:22+00:00,OGNBTC,15m,Stochastics Oversold
2020-05-13 14:30:22+00:00,ARPABTC,15m,Stochastics Oversold
2020-05-13 14:30:22+00:00,EOSBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,ONTBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,INSBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,COTIBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,KNCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,RENBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,RLCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:22+00:00,WRXBTC,15m,Potential Bullish MACD cross
2020-05-13 14:30:18+00:00,ARPABTC,5m,RSI Oversold
2020-05-13 14:30:18+00:00,GXSBTC,5m,Stochastics Oversold
2020-05-13 14:30:18+00:00,TRXBTC,5m,Stochastics Oversold
2020-05-13 14:30:18+00:00,SNTBTC,5m,Stochastics Oversold
2020-05-13 14:30:18+00:00,WAVESBTC,5m,Stochastics Oversold
2020-05-13 14:30:18+00:00,ONTBTC,5m,Potential Bearish MACD cross
2020-05-13 14:30:18+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-13 14:30:18+00:00,ATOMBTC,5m,Potential Bearish MACD cross
2020-05-13 14:30:18+00:00,XLMBTC,5m,Potential Bearish MACD cross
2020-05-13 14:30:18+00:00,RLCBTC,5m,Potential Bearish MACD cross
2020-05-13 14:30:18+00:00,LTOBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,KAVABTC,5m,RSI Oversold
2020-05-13 14:25:17+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-13 14:25:17+00:00,LTOBTC,5m,Stochastics Oversold
2020-05-13 14:25:17+00:00,BANDBTC,5m,Stochastics Oversold
2020-05-13 14:25:17+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-13 14:25:17+00:00,XRPBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,COTIBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,ZILBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,ATOMBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,XLMBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,RLCBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,LTOBTC,5m,Potential Bearish MACD cross
2020-05-13 14:25:17+00:00,WAVESBTC,5m,Potential Bearish MACD cross
2020-05-13 14:20:17+00:00,INSBTC,5m,Stochastics Oversold
2020-05-13 14:20:17+00:00,REPBTC,5m,Stochastics Oversold
2020-05-13 14:20:17+00:00,KAVABTC,5m,Stochastics Oversold
2020-05-13 14:20:17+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-13 14:20:17+00:00,ADABTC,5m,Potential Bearish MACD cross
2020-05-13 14:20:17+00:00,LTOBTC,5m,Potential Bearish MACD cross
2020-05-13 14:20:17+00:00,WAVESBTC,5m,Potential Bearish MACD cross
2020-05-13 14:15:26+00:00,RENBTC,15m,RSI Bullish Divergence
2020-05-13 14:15:26+00:00,NEOBTC,15m,Near Horizontal Support
2020-05-13 14:15:26+00:00,DASHBTC,15m,RSI Oversold
2020-05-13 14:15:26+00:00,LTOBTC,15m,RSI Oversold
2020-05-13 14:15:26+00:00,TOMOBTC,15m,Stochastics Oversold
2020-05-13 14:15:26+00:00,TNTBTC,15m,Stochastics Oversold
2020-05-13 14:15:26+00:00,NASBTC,15m,Stochastics Oversold
2020-05-13 14:15:26+00:00,GXSBTC,15m,Stochastics Oversold
2020-05-13 14:15:26+00:00,ZRXBTC,15m,Stochastics Oversold
2020-05-13 14:15:26+00:00,ONTBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,TRXBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,ETCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,XRPBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,COTIBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,KNCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,RLCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:15:26+00:00,THETABTC,15m,Potential Bearish MACD cross
2020-05-13 14:15:26+00:00,ALGOBTC,15m,Potential Bearish MACD cross
2020-05-13 14:15:18+00:00,BTCUSDT,5m,RSI Bearish Divergence
2020-05-13 14:15:18+00:00,LTOBTC,5m,RSI Oversold
2020-05-13 14:15:18+00:00,ETHBTC,5m,RSI Overbought
2020-05-13 14:15:18+00:00,NASBTC,5m,Stochastics Oversold
2020-05-13 14:15:18+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-13 14:15:18+00:00,NANOBTC,5m,Potential Bearish MACD cross
2020-05-13 14:15:18+00:00,LTOBTC,5m,Potential Bearish MACD cross
2020-05-13 14:15:18+00:00,WRXBTC,5m,Potential Bearish MACD cross
2020-05-13 14:10:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-13 14:10:17+00:00,BTCUSDT,5m,Potential Bullish MACD cross
2020-05-13 14:10:17+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-13 14:10:17+00:00,LINKBTC,5m,Potential Bearish MACD cross
2020-05-13 14:10:17+00:00,NANOBTC,5m,Potential Bearish MACD cross
2020-05-13 14:10:17+00:00,XMRBTC,5m,Potential Bearish MACD cross
2020-05-13 14:05:17+00:00,ETHBTC,5m,RSI Overbought
2020-05-13 14:05:17+00:00,TNTBTC,5m,Stochastics Oversold
2020-05-13 14:05:17+00:00,NASBTC,5m,Stochastics Oversold
2020-05-13 14:05:17+00:00,AIONBTC,5m,Stochastics Oversold
2020-05-13 14:05:17+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-13 14:05:17+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-13 14:05:17+00:00,XMRBTC,5m,Potential Bearish MACD cross
2020-05-13 14:00:33+00:00,EOSBTC,1h,RSI Oversold
2020-05-13 14:00:33+00:00,ZECBTC,1h,Stochastics Oversold
2020-05-13 14:00:33+00:00,COTIBTC,1h,Stochastics Oversold
2020-05-13 14:00:33+00:00,XLMBTC,1h,Stochastics Oversold
2020-05-13 14:00:33+00:00,DATABTC,1h,Stochastics Oversold
2020-05-13 14:00:33+00:00,WRXBTC,1h,Stochastics Oversold
2020-05-13 14:00:30+00:00,MCOBTC,15m,Stochastics Oversold
2020-05-13 14:00:30+00:00,SNTBTC,15m,Stochastics Oversold
2020-05-13 14:00:30+00:00,KAVABTC,15m,Stochastics Oversold
2020-05-13 14:00:30+00:00,TRXBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,ETCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,XRPBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,LTCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,COTIBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,RLCBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,WAVESBTC,15m,Potential Bullish MACD cross
2020-05-13 14:00:30+00:00,THETABTC,15m,Potential Bearish MACD cross
2020-05-13 14:00:30+00:00,GXSBTC,15m,Potential Bearish MACD cross
2020-05-13 14:00:29+00:00,ARPABTC,2h,Stochastics Oversold
2020-05-13 14:00:29+00:00,BATBTC,2h,Stochastics Oversold
2020-05-13 14:00:29+00:00,TOMOBTC,2h,Stochastics Oversold
2020-05-13 14:00:29+00:00,NASBTC,2h,Stochastics Oversold
2020-05-13 14:00:29+00:00,ZECBTC,2h,Stochastics Oversold
2020-05-13 14:00:29+00:00,ETCBTC,2h,Stochastics Oversold
2020-05-13 14:00:29+00:00,RVNBTC,2h,Potential Bearish MACD cross
2020-05-13 14:00:29+00:00,TRXBTC,2h,Potential Bearish MACD cross
2020-05-13 14:00:24+00:00,ARNBTC,5m,Potential Bullish MACD cross
2020-05-13 14:00:24+00:00,KAVABTC,5m,Potential Bullish MACD cross
2020-05-13 14:00:24+00:00,IOTABTC,5m,Potential Bullish MACD cross
2020-05-13 14:00:24+00:00,MCOBTC,5m,Potential Bearish MACD cross
2020-05-13 13:55:16+00:00,ETCBTC,5m,Stochastics Oversold
2020-05-13 13:55:16+00:00,DASHBTC,5m,Potential Bullish MACD cross
2020-05-13 13:55:16+00:00,ARNBTC,5m,Potential Bullish MACD cross
2020-05-13 13:55:16+00:00,MCOBTC,5m,Potential Bearish MACD cross
2020-05-13 13:55:16+00:00,REPBTC,5m,Potential Bearish MACD cross
2020-05-13 13:50:17+00:00,MCOBTC,5m,Stochastics Oversold
2020-05-13 13:50:17+00:00,DASHBTC,5m,Potential Bullish MACD cross
2020-05-13 13:50:17+00:00,STRATBTC,5m,Potential Bullish MACD cross
2020-05-13 13:50:17+00:00,ZECBTC,5m,Potential Bullish MACD cross
2020-05-13 13:50:17+00:00,SNTBTC,5m,Potential Bullish MACD cross
2020-05-13 13:50:17+00:00,ARNBTC,5m,Potential Bullish MACD cross
2020-05-13 13:50:17+00:00,REPBTC,5m,Potential Bearish MACD cross
2020-05-13 13:45:23+00:00,DATABTC,15m,Stochastics Oversold
2020-05-13 13:45:23+00:00,TNTBTC,15m,Potential Bullish MACD cross
2020-05-13 13:45:23+00:00,TRXBTC,15m,Potential Bullish MACD cross
2020-05-13 13:45:23+00:00,ETCBTC,15m,Potential Bullish MACD cross
2020-05-13 13:45:23+00:00,LTCBTC,15m,Potential Bullish MACD cross
2020-05-13 13:45:23+00:00,BANDBTC,15m,Potential Bullish MACD cross
2020-05-13 13:45:23+00:00,ENJBTC,15m,Potential Bullish MACD cross
2020-05-13 13:45:23+00:00,THETABTC,15m,Potential Bearish MACD cross
2020-05-13 13:45:23+00:00,GXSBTC,15m,Potential Bearish MACD cross
2020-05-13 13:45:18+00:00,REPBTC,5m,Stochastics Oversold
2020-05-13 13:45:18+00:00,STRATBTC,5m,Potential Bullish MACD cross
2020-05-13 13:45:18+00:00,ARNBTC,5m,Potential Bullish MACD cross
2020-05-13 13:45:18+00:00,REPBTC,5m,Potential Bearish MACD cross
2020-05-13 13:40:17+00:00,GXSBTC,5m,Stochastics Oversold
2020-05-13 13:40:17+00:00,STRATBTC,5m,Potential Bullish MACD cross
2020-05-13 13:40:17+00:00,REPBTC,5m,Potential Bearish MACD cross
2020-05-13 13:35:17+00:00,STRATBTC,5m,Stochastics Oversold
2020-05-13 13:35:17+00:00,SNTBTC,5m,Stochastics Oversold
2020-05-13 13:35:17+00:00,TOMOBTC,5m,Potential Bullish MACD cross
2020-05-13 13:35:17+00:00,NANOBTC,5m,Potential Bullish MACD cross
2020-05-13 13:30:28+00:00,DATABTC,15m,Near Horizontal Support
2020-05-13 13:30:28+00:00,BTCUSDT,15m,Near Horizontal Resistance
2020-05-13 13:30:28+00:00,DASHBTC,15m,RSI Oversold
2020-05-13 13:30:28+00:00,EOSBTC,15m,RSI Oversold
2020-05-13 13:30:28+00:00,RENBTC,15m,RSI Oversold
2020-05-13 13:30:28+00:00,BTCUSDT,15m,RSI Overbought
2020-05-13 13:30:28+00:00,NEOBTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,ARPABTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,RVNBTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,ZECBTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,SNTBTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,XRPBTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,MANABTC,15m,Stochastics Oversold
2020-05-13 13:30:28+00:00,TNTBTC,15m,Potential Bullish MACD cross
2020-05-13 13:30:28+00:00,ETCBTC,15m,Potential Bullish MACD cross
2020-05-13 13:30:28+00:00,ENJBTC,15m,Potential Bullish MACD cross
2020-05-13 13:30:28+00:00,GXSBTC,15m,Potential Bearish MACD cross
2020-05-13 13:30:18+00:00,BTCUSDT,5m,RSI Bearish Divergence
2020-05-13 13:30:18+00:00,KAVABTC,5m,RSI Oversold
2020-05-13 13:30:18+00:00,BCHBTC,5m,RSI Oversold
2020-05-13 13:30:18+00:00,BTCUSDT,5m,RSI Overbought
2020-05-13 13:30:18+00:00,ARPABTC,5m,Stochastics Oversold
2020-05-13 13:30:18+00:00,EOSBTC,5m,Stochastics Oversold
2020-05-13 13:30:18+00:00,CHZBTC,5m,Stochastics Oversold
2020-05-13 13:30:18+00:00,BCHBTC,5m,Stochastics Oversold
2020-05-13 13:30:18+00:00,DATABTC,5m,Stochastics Oversold
2020-05-13 13:30:18+00:00,TOMOBTC,5m,Potential Bullish MACD cross
2020-05-13 13:30:18+00:00,KNCBTC,5m,Potential Bullish MACD cross
2020-05-13 13:25:17+00:00,KNCBTC,5m,RSI Oversold
2020-05-13 13:25:17+00:00,THETABTC,5m,Stochastics Oversold
2020-05-13 13:25:17+00:00,BATBTC,5m,Stochastics Oversold
2020-05-13 13:25:17+00:00,OGNBTC,5m,Potential Bullish MACD cross
2020-05-13 13:25:17+00:00,TOMOBTC,5m,Potential Bullish MACD cross
2020-05-13 13:25:17+00:00,KNCBTC,5m,Potential Bullish MACD cross
2020-05-13 13:25:17+00:00,LTOBTC,5m,Potential Bullish MACD cross
2020-05-13 13:25:17+00:00,WAVESBTC,5m,Potential Bullish MACD cross
2020-05-13 13:25:17+00:00,ALGOBTC,5m,Potential Bearish MACD cross
2020-05-13 13:20:17+00:00,DASHBTC,5m,RSI Oversold
2020-05-13 13:20:17+00:00,MATICBTC,5m,Stochastics Oversold
2020-05-13 13:20:17+00:00,KAVABTC,5m,Stochastics Oversold
2020-05-13 13:20:17+00:00,RENBTC,5m,Stochastics Oversold
2020-05-13 13:20:17+00:00,XLMBTC,5m,Stochastics Oversold
2020-05-13 13:20:17+00:00,IOTABTC,5m,Stochastics Oversold
2020-05-13 13:20:17+00:00,OGNBTC,5m,Potential Bullish MACD cross
2020-05-13 13:20:17+00:00,KNCBTC,5m,Potential Bullish MACD cross
2020-05-13 13:20:17+00:00,LTOBTC,5m,Potential Bullish MACD cross
